STATE,DATE_ENACTED,NCSL_TITLE,NCSL_TOPICS,NCSL_SUMMARY,BILL_NUMBER,NOTES,UNIQUE_ID,TRAINING,CHOKEHOLD,BODY_CAMERA,IMMUNITITY,WARRANTS,USE_OF_FORCE,TRANSPARENCY,OVERSIGHT,ACCOUNTABILITY,MENTAL_HEALTH,LEFT_RIGHT_REFORM,PARTY_SPONSOR,BILL_TEXT_LINK
Colorado,06/30/2021,First Responder Interactions Persons With Disabilities,"Policing Alternatives and Collaboration, Oversight","Concerns establishing a commission to improve first responder interactions with persons with disabilities, makes an appropriation.",CO H 1122,"oversight, accountabilty ",58,0,0,0,0,0,0,1,1,1,0,left,Bipartisan,https://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2021000H1122&ciq=ncsl&client_md=cc4ccbcb02f873faee31a3660d1c0460&mode=current_text
Colorado,07/06/2021,Measures to Address Law Enforcement Accountability,"Employment and Labor, Investigations and Discipline, Use of Force, Data and Transparency, Decertification, Standards","Concerns measures to address law enforcement accountability, makes an appropriation.",CO H 1250,"body-worn camera, oversight, accountabilty",59,0,0,1,0,0,0,1,1,1,0,left,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2021000H1250&ciq=ncsl&client_md=9907874bca5af0a61b5bcab9268f0c37&mode=current_text
Colorado,06/19/2020,Enhance Law Enforcement Integrity,"Training, Certification, Other Issues, Oversight, Technology, Use of Force","Concerns measures to enhance law enforcement integrity, makes an appropriation.",CO S 217,"body-worn camera, accountabilty",60,0,0,1,0,0,0,0,0,1,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2020000S217&ciq=ncsl&client_md=a9edf9219237f08bf764cffd5777acb5&mode=current_text
Connecticut,05/27/2022,Accreditation Standards for Law Enforcement Units,"Certification, Employment and Labor",Concerns accreditation standards for law enforcement units.,CT S 135,"oversight, qualified immunity, accountability",61,0,0,0,1,0,0,1,1,1,0,right ,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2022000S135&ciq=ncsl&client_md=e9197ad7faffafec592929d751d3261e&mode=current_text
Connecticut,05/23/2022,Death Timely Report,"Investigations and Discipline, Standards","Concerns the timely reporting by the police of a death, provides that whenever a person who is a next of kin of a deceased person is not notified of such deceased persons death and no other person who is a next of kin of the deceased person was so notified, and requests of the Office of the Inspector General an investigation of the lack of notification or timely notification of such death, the Inspector General shall investigate and determine whether there was any malfeasance.",CT H 5349,"oversight, transparency",62,0,0,0,0,0,0,1,1,0,0,left,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2022000H5349&ciq=ncsl&client_md=3c6cf001cacc250c7b2b5de0ad74f06d&mode=current_text
Connecticut,05/27/2022,Clinical Social Workers,Officer Safety and Wellbeing,"Concerns periodic behavioral health assessments, police officer recruitment, school resource officers, reporting of violations to the police officer standards and training council, investigations by the inspector general, minimum standards and practices for the administration, management and operation of law enforcement units and the correction advisory committee.",CT H 5372,transparency,63,0,0,0,0,0,0,1,0,0,0,left,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2022000H5372&ciq=ncsl&client_md=b68ec9bd93607db1aa2ec0938301c5df&mode=current_text
Connecticut,05/23/2022,Mental Health Needs of and Services for Police Officers,"Training, Employment and Labor, Officer Safety and Wellbeing","Provides that no law enforcement unit shall discharge, discipline, discriminate against or penalize a police officer who is employed by such law enforcement unit solely because the police officer seeks or receives mental health care services, including such services as a result of a behavioral health assessment.",CT H 5420,mental health,64,0,0,0,0,0,0,0,0,0,1,left,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2022000H5420&ciq=ncsl&client_md=c7c90a8d0a57a98a45a679191c3395cc&mode=current_text
Connecticut,05/06/2021,Criminal Justice Commission Division,"Investigations and Discipline, Oversight","Concerns the process of appointments, reviews and evaluations by the Criminal Justice Commission, Division of Criminal Justice and the Office of the Inspector General.",CT H 892,"use of force, accountability, oversight",65,0,0,0,0,0,1,1,1,1,0,left,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000S892&ciq=ncsl&client_md=2782c43775902a797644e6443e7b7b8a&mode=current_text
Connecticut,06/30/2021,Use of Opioid Antagonists,"Training, Policing Alternatives and Collaboration",Concerns the use of opioid antagonists by police officers and studying the use of epinephrine cartridge injectors by police officers.,CT S 1011,transparency,66,0,0,0,0,0,0,1,0,0,0,left,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000S1011&ciq=ncsl&client_md=1cbf4ad48d6f6da12edf56a529b40c12&mode=current_text
Connecticut,06/10/2021,Civilian Police Review Boards Worn,"Other Issues, Oversight, Technology","Concerning civilian police review boards, security guards, body-worn recording equipment and searches by police, provides that the person to whom such subpoena is issued may, not later than fifteen days after service of such subpoena, or on or before the time specified in the subpoena for compliance if such time is less than fifteen days after service.",CT S 1093,body camera,67,0,0,1,0,0,0,0,0,0,0,right,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000S1093&ciq=ncsl&client_md=0c7db4e38eda76978667c78f857d5ae1&mode=current_text
Connecticut,03/31/2021,Use of Force By a Peace Officer,"Use of Force, Standards","Concerns use of force by a peace officer, provides that the peace officer reasonably determined that there are no available reasonable alternatives to the use of deadly physical force.",CT H 6462,"tactics, use of force",68,0,0,0,0,0,1,0,0,0,0,right,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H6462&ciq=ncsl&client_md=55f6dff0c238a8d6f89004b644e88aba&mode=current_text
Connecticut,07/31/2020,Police Accountability,"Training, Other Issues, Oversight, Technology, Use of Force",Concerns police accountability,CT H 6004,oversight,69,0,0,0,0,0,0,1,1,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2020010H6004&ciq=ncsl&client_md=6179605c5197e7aac9b0f01d223cbf4c&mode=current_text
Delaware,08/23/2021,Criminal Justice Council Resolution,"Investigations and Discipline, Data and Transparency, Decertification","Directs the Criminal Justice Council to establish and by November 2, 2021, publish integrity reports on the number of complaints made against police officers in each police agency in this state for the past 3 years, and at least once a year thereafter, and to create and publish a list of all decertified police officers in this state in the previous 10 years, which shall be updated upon notification of the decertification of any police officer.",DE HJR 4,"oversight, transparency",70,0,0,0,0,0,0,1,1,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2021000HJR4&ciq=ncsl&client_md=19ad4bc7f1b2199b8857dab0248cfa12&mode=current_text
Delaware,06/30/2021,Use Of Force,Use of Force,"Codifies a reasonableness requirement for the use of force, both non-lethal and lethal, relates to the state of mind in a criminal trial, relates to defendant believes, makes clear that deadly force includes the use of a chokehold.",DE S 147,"use of force, tactics, accountability",71,0,0,0,0,0,1,0,0,1,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2021000S147&ciq=ncsl&client_md=ea2f53aa748dc61f8c234912b3bfa7bc&mode=current_text
Delaware,11/08/2021,Division Of Civil Rights and Public Trust,"Investigations and Discipline, Use of Force, Data and Transparency","Expands the Division of Civil Rights and Public Trust's responsibility to review deadly use of force incidents by law enforcement by adding review of cases involving serious physical injury, requires that if the Division issues a public report on the use of force, the report must include the race of the law enforcement officer who used force, the race of the individual on whom force was used, and whether race was a relevant or motivating factor.",DE S 148,"oversight, transparency, use of force",72,0,0,0,0,0,1,1,1,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2021000S148&ciq=ncsl&client_md=ff01b59b6f5f7939630235fea52407c0&mode=current_text
Delaware,07/21/2021,Body Worn Cameras Administration,Technology,"Requires certain police officers and some certain employees of the Department of Correction and Department of Services for Children, Youth, and Their Families to wear a body worn camera and to use the body worn camera to record interactions with a member of the public in accordance with the regulations to be established by the Council on Police Training, requires state agencies to implement the statewide body worn camera program through the procurement of cameras, development of a central data storage.",DE H 195,body camera,73,0,0,1,0,0,0,0,0,0,0,right,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2021000H195&ciq=ncsl&client_md=ac7dac265a14dde58d23bce5c2d024ea&mode=current_text
Delaware,11/08/2021,Electronic Custodial Interrogation Recordation,Standards,"Relates to the Uniform Electronic Recordation of Custodial Interrogations Act, relates to the electronic recording requirement, provides that a law enforcement officer conducting a custodial interrogation is not required to obtain consent to electronic recording from the individual being interrogated or to inform the individual that an electronic recording is being made of the interrogation.",DE H 215,body camera,74,0,0,1,0,0,0,0,0,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2021000H215&ciq=ncsl&client_md=070c1f9883d8bfab05b4be6dcb53f612&mode=current_text
Delaware,08/13/2020,Aggravated Strangulation Crime,Use of Force,"Creates the crime of aggravated strangulation, relates to a person being guilty of aggravated strangulation, if the person is a law enforcement officer, and while acting within the person's official capacity as a law enforcement officer, knowingly or intentionally uses a chokehold on another person.",DE H 350,chokehold,75,0,1,0,0,0,0,0,0,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2019000H350&ciq=ncsl&client_md=bb3572a0892854d0551e52f22738ec3a&mode=current_text
District of Columbia,08/12/2022,Comprehensive Policing and Justice Reform,"Training, Oversight, Data and Transparency, Standards","(Temporary Act) Provides, on a temporary basis, for comprehensive policing and justice reform for District residents and visitors, and for other purposes.",DC B 705,"training, use of force, oversight, body camera",76,1,0,1,0,0,1,1,1,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DC2021000B705&ciq=ncsl&client_md=8b3e46a6f487ed679c935b0869e71b26&mode=current_text
District of Columbia,02/27/2021,Police Reform Commission Extension,Oversight,"Amends the Comprehensive Policing and Justice Reform Second Temporary Amendment Act, extends the report submission and sunset dates of the Police Reform Commission.",DC B 56,"oversight, accountability",77,0,0,0,0,0,0,1,1,1,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DC2021000B56&ciq=ncsl&client_md=a863e0653cdf11074f4bd73380190ffa&mode=current_text
District of Columbia,05/03/2021,Comprehensive Policing and Justice Reform,"Certification, Use of Force","Provides, on an emergency basis, for comprehensive policing and justice reform for District residents and visitors, and for other purposes.",DC B 196,"training, use of force, oversight",78,1,0,0,0,0,1,1,1,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DC2021000B196&ciq=ncsl&client_md=15f5a2b60f8a87585316cbd5f2de84f6&mode=current_text
District of Columbia,09/03/2021,Comprehensive Policing and Justice Reform,"Training, Oversight, Use of Force, Standards","Provides, on a temporary basis, for comprehensive policing and justice reform for District residents and visitors, and for other purposes.",DC B 197,"training, use of force, oversight",79,1,0,0,0,0,1,1,1,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DC2021000B197&ciq=ncsl&client_md=78add8ab2a5c31b1b3853e268dee3104&mode=current_text
District of Columbia,07/29/2021,Comprehensive Policing and Justice Reform,"Training, Oversight, Use of Force, Standards","(Emergency Act) Relates to Comprehensive Policing and Justice Reform Congressional Review Emergency Amendment Act of 2021, improves police accountability and transparency, prohibits the use of neck restraints, improves access to body-worn camera video recordings, relates to office of police complaints reforms.",DC B 311,"training, use of force, oversight",80,1,0,0,0,0,1,1,1,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DC2021000B311&ciq=ncsl&client_md=b118179342459db45bfffe7e00715673&mode=current_text
District of Columbia,07/22/2020,Comprehensive Policing and Justice Reform,"Training, Other Issues, Oversight, Technology, Use of Force, Standards","(Enrolled) Provides, on an emergency basis, for comprehensive policing and justice reform for District residents and visitors, and for other purposes.",DC B 825,"training, use of force, oversight",81,1,0,0,0,0,1,1,1,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DC2019000B825&ciq=ncsl&client_md=cdeccb031bc439c5ff01c1994b0d2d1b&mode=current_text
District of Columbia,12/03/2020,Comprehensive Policing and Justice Reform,"Training, Other Issues, Oversight, Technology, Use of Force, Standards","(Enrolled) Provides, on a temporary basis, for comprehensive policing and justice reform for District residents and visitors, and for other purposes.",DC B 826,"training, use of force, oversight",82,1,0,0,0,0,1,1,1,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DC2019000B826&ciq=ncsl&client_md=9e5d3e2f9e23c97304fd87f9a587431b&mode=current_text
District of Columbia,10/28/2020,Comprehensive Policing and Justice Reform,"Training, Other Issues, Oversight, Technology, Use of Force, Standards","Provides, due to congressional review, for comprehensive policing and justice reform for District residents and visitors.",DC B 907,"training, use of force, oversight",83,1,0,0,0,0,1,1,1,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DC2019000B907&ciq=ncsl&client_md=c7eafb8d8f6e9206fddffe9815db76b2&mode=current_text
District of Columbia,12/26/2020,Police Reform Commission,Other Issues,"Amends, on an emergency basis, the Comprehensive Policing and Justice Reform Second Temporary Amendment Act of 2020 to extend the report submission and sunset dates of the Police Reform Commission, amends the Comprehensive Policing and Justice Reform Congressional Review Emergency Amendment Act of 2020 to make conforming changes.",DC B 1014,"oversight, accountability",84,0,0,0,0,0,0,1,1,1,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:DC2019000B1014&ciq=ncsl&client_md=8c5679b467b860484f95686a8a7cfd96&mode=current_text
Florida,05/12/2022,Records of Physical Examinations of Officers,"Officer Safety and Wellbeing, Standards","Relates to officer and firefighter physical examination requirements and records, authorizes the use of a specified physical examination for a presumption, requires a fire service provider to maintain records of employee physical examinations for a specified period, creates a presumption if records are destroyed before such period has elapsed, requires an employing agency to maintain records of employee physical examinations for a specified period.",FL H 453,"transparency, accountability",85,0,0,0,0,0,0,1,0,1,0,right,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2022000H453&ciq=ncsl&client_md=ab12325a7017b40cd8d39c63746f7814&mode=current_text
Florida,05/12/2022,Law Enforcement Geolocation Information,Officer Safety and Wellbeing,"Relates to public records/law enforcement geolocation information, defines the term law enforcement geolocation information, provides an exemption from public records requirements for law enforcement geolocation information held by a law enforcement agency, provides for future legislative review and repeal of the exemption, provides a statement of public necessity.",FL S 1046,"transparency, accountability",86,0,0,0,0,0,0,1,0,1,0,right,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2022000S1046&ciq=ncsl&client_md=8a4dfafff56be88e73f020f997a4006c&mode=current_text
Florida,06/21/2021,Use Of Electronic Databases,Training,"Prohibits the unauthorized use or release of any information contained in the Driver and Vehicle Information Database, provides for noncriminal infraction, requires the law enforcement accreditation program to address access to and use of personal identification information contained in electronic databases, requires the Criminal Justice Standards and Training Commission to incorporate into the course curriculum instruction on the authorized access to and use of personal identification information.",FL S 890,"training, oversight, transparency",87,1,0,0,0,0,0,1,1,0,0,right,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2021000S890&ciq=ncsl&client_md=3b9d979c4a6a1b2ff906f1a48ac845ef&mode=current_text
Florida,06/29/2021,Law Enforcement and Correctional Officer Practices,"Training, Investigations and Discipline, Use of Force, Data and Transparency, Standards","Relates to law enforcement and correctional officer practices, requires application for employment or appointment as law enforcement or correctional officer to contain specified disclosures, requires background investigation of applicant to include specified information, requires employing agencies to maintain employment information for minimum period, requires establishment of standards for officer training and policies concerning use of force.",FL H 7051,"use of force, transparency, oversight, accountability",88,0,0,0,0,0,1,1,1,1,0,right,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2021000H7051&ciq=ncsl&client_md=297f12bdd988903c8e219472df7aadb0&mode=current_text
Georgia,05/09/2022,Peace Officer Co Responder Act,Policing Alternatives and Collaboration,"Relates to the Georgia Behavioral Health and Peace Officer Co Responder Act, provides for immunity for the transport of a patient to a facility, provides for the establishment of co responder programs, provides for co responder teams composed of peace officers and behavioral health professionals, provides for training of co responder team members, provides for dispatch of co responder teams, provides for co responder protocol committees, provides for support services.",GA S 403,"qualified immunity, tactics, mental health diversion",89,0,0,0,1,0,0,0,0,0,1,right,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:GA2021000S403&ciq=ncsl&client_md=1c938d0260c06c6c8f53fc6e6e7ccc99&mode=current_text
Georgia,05/02/2022,Law Enforcement Vehicles,Standards,"Relates to motor vehicles and traffic, so as to provide for vehicles operated by certain law enforcement to be equipped with flashing or revolving lights which are primarily blue in color, removes a restriction relating to motor vehicles of the Georgia State Patrol.",GA H 1146,"tactics, transparency",90,0,0,0,0,0,0,1,0,0,0,left,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:GA2021000H1146&ciq=ncsl&client_md=5fe97742c71dd85dcd74f0117680596c&mode=current_text
Georgia,05/10/2021,Criminal Procedure,Other Issues,"Relates to criminal procedure, revises certain arrest powers, provides for arrests by a law enforcement officer outside their law enforcement agency's jurisdiction under certain circumstances, revises the grounds for arrest by a private person, provides for the detaining of certain persons reasonably suspected of having committed certain crimes under certain circumstances, relates to operators of private detective businesses and private security businesses, relates to detention related to shoplifting.",GA H 479,use of force,91,0,0,0,0,0,1,0,0,0,0,right,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:GA2021000H479&ciq=ncsl&client_md=13e25d02e602885a3824ff763700d680&mode=current_text
Georgia,08/05/2020,Office of Public Safety Officer Support,Other Issues,"Relates to privileged communications between law enforcement officers, peer counselors, and the Office of Public Safety Officer Support, changes the name of the Office of Public Safety Officer Support, relates to employment and training of peace officers, enacts a bill of rights for peace officers under investigation, provides for interrogation procedures, provides for the right of notice of disciplinary action, provides for bias motivated by intimidation against first responders.",GA H 838,accountability,92,0,0,0,0,0,0,0,0,1,0,right,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:GA2019000H838&ciq=ncsl&client_md=865fe18eb28331754a470fdf18380d5c&mode=current_text
Hawaii,09/15/2020,Suspended County Police Officers,"Certification, Oversight, Use of Force, Decertification, Standards","Requires the Chief of Police of each county police department to disclose to the Legislature the identity of a police officer upon suspension or discharge of the officer, amends the Uniform Information Practices Act to allow for the disclosure of information related to the suspension or discharge of a police officer, empowers the Law Enforcement Standards Board to establish uniform statewide standards for law enforcement and the use of force.",HI H 285,"transparency, accountability",93,0,0,0,0,0,0,1,0,1,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:HI2019000H285&ciq=ncsl&client_md=8a02b92fe9d6d43768c41710c0531932&mode=current_text
Idaho,03/21/2022,Peace Officer Standards and Training Council,Oversight,"Relates to law enforcement, provides for law enforcement training, powers, and duties regarding sexual assault complaints and to make technical corrections, declares an emergency.",ID H 560,oversight,94,0,0,0,0,0,0,1,1,0,0,left,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:ID2022000H560&ciq=ncsl&client_md=4472d745ded36d8ea203188daff5b116&mode=current_text
Idaho,03/29/2022,First Responders Peer Support Counseling Disclosures,Officer Safety and Wellbeing,"Relates to evidence, defines terms, to prohibit disclosure of certain communications, to provide exceptions, to provide that certain disclosures are subject to the rules of the idaho supreme court, and to make technical corrections, declares an emergency. ",ID H 699,"transparency, accountability",95,0,0,0,0,0,0,1,0,1,0,left,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:ID2022000H699&ciq=ncsl&client_md=ecb483767b9808b58db8cde3b795370d&mode=current_text
Illinois,08/13/2021,Empowering Public Participation Act,"Investigations and Discipline, Other Issues","Provides that a law enforcement agency or an officer employed by a law enforcement agency may not knowingly and intentionally conduct a background check of a person for the sole reason of that person speaking at an open meeting of a public body, including police disciplinary boards, provides exceptions, provides for a penalty.",IL H 1765,oversight,96,0,0,0,0,0,0,1,1,0,0,right,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2021000H1765&ciq=ncsl&client_md=a42ff97dc9622b38b9a37bd7e294c964&mode=current_text
Illinois,08/20/2021,Executive Branch Reorganization,"Training, Oversight, Use of Force, Standards","Amends various acts to revise statutory law to conform the statutes to the reorganization of the executive branch taking effect under Executive Order 2019-12, makes other changes concerning the state police and makes technical and stylistic changes.",IL S 2037,training,97,1,0,0,0,0,0,0,0,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2021000S2037&ciq=ncsl&client_md=772f46946769385487988219aca32993&mode=current_text
Illinois,07/15/2021,Juvenile Court Act and Criminal Procedure of 1963,Other Issues,"Amends the Juvenile Court Act and the Code of Criminal Procedure of 1963, provides that an oral, written, or sign language statement of a minor, who at the time of the commission of the offense was under 18 years of age, made as a result of a custodial interrogation conducted at a police station or other place of detention on or after the effective date of the amendatory Act shall be presumed to be inadmissible as evidence in a criminal proceeding or a juvenile court proceeding.",IL S 2122,tactics,98,0,0,0,0,0,0,0,0,0,0,left,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2021000S2122&ciq=ncsl&client_md=f05d85022358810470146202b591728f&mode=current_text
Illinois,06/25/2021,Criminal Law,"Technology, Use of Force, Standards","Amends the State Police Act relating to the military equipment surplus program, defines grenade launcher and tracked armored vehicle, relates to police officer training, provides that all law enforcement agencies must employ the use of officer worn body cameras whether or not the agency receives or has received monies from the Law Enforcement Camera Grant Fund, except court security officers, State's Attorney investigators, and Attorney General investigators, provides for pregnant prisoners.",IL H 3443,body-worn camera,99,0,0,1,0,0,0,0,0,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2021000H3443&ciq=ncsl&client_md=b62ca1c4f77d43722b7f44c7c2cf282e&mode=current_text
Indiana,03/07/2022,Law Enforcement Training Board,"Certification, Employment and Labor, Use of Force, Standards","Establishes a program of mandatory training for law enforcement officers, provides for the establishment of a consistent and uniform statewide deadly force policy and training program and defensive tactics policy and training program, as well as minimum standards regarding other law enforcement training, encourages all law enforcement officers, departments, and agencies within this state to adopt standards, however, any any policy or program created or implemented may not be modified or altered in any way.",IN S 294,"training, deadly force",100,1,0,0,0,0,0,0,0,0,0,left,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:IN2022000S294&ciq=ncsl&client_md=1b49d32fc1a072412708deb8ee035e8e&mode=current_text
Indiana,04/01/2021,Law Enforcement Officer De Escalation Training,"Training, Certification, Technology, Use of Force, Decertification, Standards","Relates to law enforcement officers, requires the Indiana law enforcement training board to establish mandatory training in de-escalation as part of the use-of-force curriculum, requires de-escalation training to be provided as a part of pre-basic training, mandatory inservice training, and the executive training program, establishes a procedure to allow the Indiana law enforcement training board to decertify an officer who has committed misconduct, defines chokehold, prohibits the use of a chokehold.",IN H 1006,"use of force, training",101,1,0,0,0,0,1,0,0,0,0,right,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:IN2021000H1006&ciq=ncsl&client_md=188e7a97321cabfe4e24693f6906d805&mode=current_text
Iowa,04/21/2022,Peace Officer's Search of Garbage,Standards,Relates to a peace officer's search of garbage placed outside of a person's residence for waste collection in a publicly accessible area.,IA S 2296,tactics,102,0,0,0,0,0,0,0,0,0,0,right,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:IA2021000S2296&ciq=ncsl&client_md=7d48a6f98bc53b121955d55b711f5152&mode=current_text
Iowa,06/12/2020,Peace Officers,"Training, Certification, Oversight, Use of Force, Decertification","Relates to peace officers, including the certification, training, prosecution of peace officers, and the use of chokeholds by peace officers.",IA H 2647,"training, chokehold",103,1,1,0,0,0,0,0,0,0,0,right,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:IA2019000H2647&ciq=ncsl&client_md=f17058931fe1573bf11ad57148ede9a0&mode=current_text
Kentucky,04/20/2022,Peace Officer Certification,"Certification, Employment and Labor","Relates to any criminal offense committed in another state that would, if committed in this state, constitute a misdemeanor under KRS 510.120, 510.130, or 510.140, a second or subsequent offense under KRS 510.148, or a criminal attempt, conspiracy, facilitation, or solicitation to commit any degree of rape, sodomy, sexual abuse, or sexual misconduct.",KY H 206,"oversight, accountabilty",104,0,0,0,0,0,0,1,1,1,0,left,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:KY2022000H206&ciq=ncsl&client_md=a1e8e34db2ce89aeb398dc5b7e7f291e&mode=current_text
Kentucky,04/12/2022,Public Safety Personnel,"Employment and Labor, Investigations and Discipline","Removes the requirement that a candidate for employment shall not have passed his or her 46th birthday, amends the definition of member as used in KRS 95.440 to 95.629, provides that the number of police officers a city may hire is based on the total number of officers employed by the city in the immediately preceding year, provides that any person may file a complaint and a mayor, city manager, or legislative body may prefer charges.",KY H 414,accountabilty,105,0,0,0,0,0,0,0,0,1,0,left,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:KY2022000H414&ciq=ncsl&client_md=5abd45f8d3f64c922aa0e3ecd96ff50f&mode=current_text
Kentucky,04/09/2021,Warrants Authorizing Entry Without Notice,"Other Issues, Technology","Creates procedures and requirements for issuance of warrants authorizing entry without notice, requires judges to review applications for warrants impartially, requires service by SWAT or special response teams with special training, makes clear that an officer's false statement in an application for a warrant authorizing entry without notice constitutes perjury, proposes a rule of evidence making inadmissible any evidence collected as the result of a warrant authorizing entry without notice.",KY S 4,"accountabilty, tactics",106,0,0,0,0,0,0,0,0,1,0,left,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:KY2021000S4&ciq=ncsl&client_md=4dfdfa47fd3187de247fcc40904b0716&mode=current_text
Kentucky,03/25/2021,Sexual Offenses by Peace Officers,Other Issues,"Amend KRS 510.060, rape in the third degree, to include a peace officer who subjects a person in custody or under arrest to sexual intercourse, amends KRS 510.090, sodomy in the third degree, to include a peace officer who subjects a person in custody or under arrest to deviate sexual intercourse, amends KRS 510.120, sexual abuse in the second degree, to include a peace officer who subjects a person in custody or under arrest to sexual contact.",KY S 52,accountabilty,107,0,0,0,0,0,0,0,0,1,0,left ,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:KY2021000S52&ciq=ncsl&client_md=f432a13592a3c5a511c83bafd07b831b&mode=current_text
Kentucky,03/22/2021,Peace Officers,"Investigations and Discipline, Use of Force, Decertification","Amends KRS 15.391 to amend the definition of professional malfeasance and professional nonfeasance, adds grounds for the revocation of peace officer certification, provides that the council may impose any reasonable condition upon the reinstatement of certification and provide subpoena power to the council, amends KRS 15.392 to remove reference to KRS 15.386.",KY S 80,"accountability, oversight",108,0,0,0,0,0,0,1,1,1,0,left ,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:KY2021000S80&ciq=ncsl&client_md=e607094af3f6d4a97c9cdfaf91022aa9&mode=current_text
Kentucky,03/23/2021,Public Records,Technology,"Excludes from the Open Records Act photographs or videos that depict a person's death, killing, rape, or sexual assault or abuse, cites as the Bailey Holt-Preston Cope Victims Privacy Act.",KY H 273,transparency,109,0,0,0,0,0,0,1,0,0,0,left,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:KY2021000H273&ciq=ncsl&client_md=04b45f67a8f7638a4c35253334fac7d7&mode=current_text
Louisiana,06/18/2022,Law Enforcement,Employment and Labor,"Relates to Peace Officer Standards and Training Council certification revocation, provides for malfeasance in office by public officers and employees, provides for a revocation hearing to determine whether a peace officers P.O.S.T. certification will be revoked.",LA S 182,oversight,110,0,0,0,0,0,0,1,1,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2022000S182&ciq=ncsl&client_md=40743735ddc771a471b9c270d6dd2a67&mode=current_text
Louisiana,06/18/2022,Law Enforcement Records,Investigations and Discipline,"Provides relative to law enforcement records, relates to any document that an agency provides to any defendant after prosecution of an offense has been initiated shall, upon request from the victim or a designated family member.",LA H 615,transparency,111,0,0,0,0,0,0,1,0,0,0,both,Bipartisan,https://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2022000H615&ciq=ncsl&client_md=eaa7163d3a6483cf1a28cd0aacde89d1&mode=current_text
